sent1,sent2,score
Neither was there a qualified majority within this House to revert to Article 272.,There was not either qualified majority within this Parliament to come back to the article 272.,1.0
"""If the terminals at both ends of the bulb are the same, then it""""s damaged.""",A non-zero voltage means that the terminals are not connected.,0.0
"The confusion capped a tumultuous week for the list, which is intended to block about 80 percent of telemarketing calls.",The free service was originally intended to block about 80 percent of telemarketer calls.,1.0
One woman is measuring another woman's ankle.,A woman measures another woman's ankle.,1.0
"A rebel who was captured said more than 2,000 insurgents were involved in the attack.","A captured rebel said 2,100 combatants had been involved in the offensive.",1.0
"Wing walker, pilot die in biplane crash at Ohio air show",Two killed in small plane crash at U.S. air show,0.0
Russian lawmakers pass new bill restricting Internet,Russia says ballistic 'objects' fired in Mediterranean,0.0
Russia releases Greenpeace doctor,Russian court releases Greenpeace ship doctor on bail,1.0
"I prefer to group definitions of notation and symbols with the typical ""List of ..."" elements.",Email the work to someone (or yourself) well before you hand it over.,0.0
Security Firm Discovers Cyber-Spy Campaign  #itsecurity #cyberspy,Bits Blog: Security Firm Discovers Global Spy Campaign,1.0
"occupied Palestinian territory: The EU, the Netherlands and Sweden contribute ‚ā¨18.9 million to the Palestinian Authority's payment of June salaries and pensions","occupied Palestinian territory: The EU, Denmark, Ireland, Italy, Luxembourg and The Netherlands make a ‚ā¨16.4 million contribution to the Palestinian Authority's payment of April salaries and pensions",0.0
do better in a competition; win,"come out better in a competition, race, or conflict.",1.0
"I wish I could see this, it sounds cool! Second Stage Adds 'Nobody Loves You'",ArtsBeat: Second Stage Theater Adds 'Nobody Loves You',1.0
Pressure rises on White House over Benghazi,Pressure rises on White House over Benghazi talking points,0.0
zhang stated-- china opposes restricting the peaceful use of nuclear energy by non-nuclear-weapon states on the basis of non-proliferation because the peaceful use of nuclear energy is a crucial objective of the npt. ,zhang yan stated that china opposes using non-proliferation as a pretext for restricting and depriving non-nuclear-weapon states of the right to peaceful use of nuclear energy.,1.0
A red and white plane flying on a sunny day.,Red and white plane flying through the air.,1.0
This gross error is leading Russia to political ruin.,And this gross mistake is conducting Russia policy to his downfall.,1.0
"Cisco has signed similar deals with AT&T Corp. T.N , SBC Communications Inc. SBC.N and Sprint Corp. FON.N .","Cisco has similar relationships with BellSouth competitors SBC Communications, AT&T and Sprint Communications.",1.0
the answer is absolutely.,the ones with other symbols succeeded.,0.0
i have heard really good things about them.,"i can tell some of them, if anyone wants to hear.",0.0
French Twitter case involving the identities behind racist comments is only latest skirmish over Internet speech,Twitter Ordered to Help Reveal Sources of Anti-Semitic Posts,0.0
a brown dog sniffs a tree stump.,A dog sniffs a tree stump.,0.0
"guess, what the lower middle to middle class already cannot afford it.",guess what dipshit - oil fumes are no laughing matter.,0.0
"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I invite Prague to seize this, this invitation, this request for dialogue, to respond and to ensure that, together with this House, these relics of a nationalist age can be abandoned.",1.0
Because bulb B is damaged and does not allow the positive battery current to reach the other side.,"Terminals 1, 2 and 3 are not connected to the positive battery terminal",0.0
Fake or falsify; control in a fraudulent manner.,manipulate in a fraudulent manner.,1.0
South Africa police shot dead 30 miners,South Africa police say they killed 30+ miners,1.0
NATO protesters acquitted of terrorism charges,NATO protesters convicted on non-terrorism charges,0.0
"They who can give up essential liberty to obtain a little temporary safety, deserve neither liberty nor safety.",Two components of just war theory come in to play when considering restrictions on liberty.,0.0
The act of changing course or twisting oneself.,the act of indicating or pointing out by name.,0.0
"become master of, overcome, dominate",get on top of; deal with successfully.,1.0
Three women with brown hair are smiling.,Three women in Indian dresses in a crowded room smiling.,0.0
"Neither military action nor large-scale bribery can solve the North Korean problem, Wolfowitz said.","Indeed, Wolfowitz admitted Saturday that neither military action nor ""large scale bribery"" would solve the issue.",0.0
Facebook unveils new search tool:,Bits Blog: Facebook Unveils a New Search Tool,1.0
Dr. Neander's revised version.,"Neander's revised version""?",1.0
the negative battery terminal is not reaching terminal 6,terminal 6 is separated by a gap from the negative battery terminal,0.0
A man is playing a harp.,A man is playing a keyboard.,0.0
There must be a balance as a whole.,The whole must be balanced.,1.0
A little boy clowns with a colander on his head.,A boy with a metal colander on his head.,1.0
"Since being drafted into service in 1971, it has racked up a record 45 accidents, with 393 deaths.","It has a chequered safety record, including 47 accidents that resulted in 668 deaths.",0.0
A person is combing a cat hair.,A person is brushing a cat.,1.0
returned with great quality and a great representation of our firm.,this is why homosexuality is a great harm to our society.,0.0
MEP candidate killed in Kabul blast,IMF rep among 14 killed in Kabul blast,0.0
This is no time for the faint-hearted.,It is not the moment to be hesitant.,1.0
A black dog with a blue collar is running in the snow.,A black dog wearing a blue collar is running through the snow.,1.0
